SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),190 CUSTER Ave,Newark City,NJ,07112-2139,367000,7,3.0,Newark City,,4791,1925,121,,,Active,,,http://www.redfin.com/NJ/Newark/190-Custer-Ave-07112/home/36282800,GSMLS,3676559,N,Y,40.71259,-74.2075263
MLS Listing,,Multi-Family (2-4 Unit),30 Marne St,Newark,NJ,07105,640000,8,4.0,Newark,,3023,,121,,,Active,,,http://www.redfin.com/NJ/Newark/30-Marne-St-07105/home/36269610,NJMLS,20046676,N,Y,40.724867,-74.150786
MLS Listing,,Multi-Family (2-4 Unit),137 Hobson St,Newark,NJ,07112,275000,4,2.0,Newark,,2601,,121,,,Active,,,http://www.redfin.com/NJ/Newark/137-Hobson-St-07112/home/36280611,NJMLS,20046650,N,Y,40.7153206,-74.217944
MLS Listing,,Multi-Family (2-4 Unit),61-65 Dewey St,Newark,NJ,07112,325000,6,2.0,Newark,,4950,,122,,,Active,,,http://www.redfin.com/NJ/Newark/61-Dewey-St-07112/home/36280596,NJMLS,20046474,N,Y,40.7172493,-74.2150976
MLS Listing,,Multi-Family (2-4 Unit),45 KENMORE Ave,Newark City,NJ,07106-1027,425000,9,3.5,Newark City,29997,2613,1914,122,14,,Active,,,http://www.redfin.com/NJ/Newark/45-Kenmore-Ave-07106/home/36303121,GSMLS,3676067,N,Y,40.7494631,-74.2338209
MLS Listing,,Multi-Family (2-4 Unit),34-36 PALM St,Newark City,NJ,07106-1118,249000,6,3.0,Vailsburg,20997,3484,1920,122,12,,Active,,,http://www.redfin.com/NJ/Newark/34-Palm-St-07106/home/36302756,GSMLS,3676058,N,Y,40.7476194,-74.2310179
MLS Listing,,Multi-Family (2-4 Unit),307 Adams St,Newark,NJ,07105,839900,9,6.0,Newark,,3594,,123,,,Active,,,http://www.redfin.com/NJ/Newark/307-Adams-St-07105/home/36374884,NJMLS,20046251,N,Y,40.7218671,-74.1630579
MLS Listing,,Multi-Family (2-4 Unit),455 AVON Ave,Newark City,NJ,07108-1154,459000,12,3.0,Newark City,1,2613,1957,124,459000,,Active,,,http://www.redfin.com/NJ/Newark/455-Avon-Ave-07108/home/36271877,GSMLS,3675719,N,Y,40.728236,-74.211853
MLS Listing,,Multi-Family (2-4 Unit),825 Bergen St,Newark,NJ,07112,299000,6,2.0,Newark,,2500,,127,,,Active,,,http://www.redfin.com/NJ/Newark/825-Bergen-St-07112/home/36283121,NJMLS,20045887,N,Y,40.7155607,-74.2030059
MLS Listing,,Multi-Family (2-4 Unit),63 Hobson St,Newark,NJ,07112,389000,5,2.0,Newark,,2601,,127,,,Active,,,http://www.redfin.com/NJ/Newark/63-Hobson-St-07112/home/36280515,NJMLS,20045834,N,Y,40.717517,-74.215892
MLS Listing,,Multi-Family (2-4 Unit),165 WATSON Ave,Newark City,NJ,07112,375000,7,3.0,Newark City,,2178,1952,129,,,Active,,,http://www.redfin.com/NJ/Newark/165-Watson-Ave-07112/home/36283111,GSMLS,3674834,N,Y,40.7134285,-74.2032352
MLS Listing,,Multi-Family (2-4 Unit),174 MAPES Ave,Newark City,NJ,07112-2018,500000,12,4.0,Newark City,,3484,1922,129,,,Active,,,http://www.redfin.com/NJ/Newark/174-Mapes-Ave-07112/home/36286378,GSMLS,3674811,N,Y,40.7106154,-74.2104808
MLS Listing,,Multi-Family (2-4 Unit),72-74 Napoleon St,Newark,NJ,07105,949000,9,6.0,Newark,,3402,,130,,,Active,,,http://www.redfin.com/NJ/Newark/72-Napoleon-St-07105/home/36255284,NJMLS,20045332,N,Y,40.7233599,-74.1539472
MLS Listing,,Multi-Family (2-4 Unit),35 HOUSTON St,Newark City,NJ,07105-3026,575000,4,4.0,Newark City,1917,3049,1880,133,300,,Active,,,http://www.redfin.com/NJ/Newark/35-Houston-St-07105/home/36255629,GSMLS,3674082,N,Y,40.7216633,-74.1549274
MLS Listing,,Single Family Residential,37-39 Grand Ave,Newark,NJ,07106,249000,4,2.0,Newark,,5358,,134,,,Active,,,http://www.redfin.com/NJ/Newark/37-Grand-Ave-07106/home/148293991,NJMLS,20044971,N,Y,40.7464238,-74.2204991
MLS Listing,,Multi-Family (2-4 Unit),138 Seymour Ave,Newark,NJ,07108,325000,6,3.0,Newark,,3080,,134,,,Active,,,http://www.redfin.com/NJ/Newark/138-Seymour-Ave-07108/home/36277351,NJMLS,20044970,N,Y,40.7204625,-74.2024097
MLS Listing,,Multi-Family (2-4 Unit),55 Dover St,Newark,NJ,07106,330000,8,3.0,Newark,,3001,,134,,,Active,,,http://www.redfin.com/NJ/Newark/55-Dover-St-07106/home/36301642,NJMLS,20044966,N,Y,40.7436058,-74.2377297
MLS Listing,,Multi-Family (2-4 Unit),168-170 Brill St,Newark City,NJ,07105-3912,950000,8,6.0,Ironbound,,6098,,134,,,Active,,,http://www.redfin.com/NJ/Newark/168-Brill-St-07105/home/36269401,GSMLS,3673617,N,Y,40.728284,-74.139586
MLS Listing,,Multi-Family (2-4 Unit),46-48 Polk St,Newark City,NJ,07105-2849,1520000,19,8.0,Ironbound,,,2002,134,,,Active,,,http://www.redfin.com/NJ/Newark/4648-Polk-St-07105/home/36373093,GSMLS,3673614,N,Y,40.7310474,-74.1535021
MLS Listing,,Single Family Residential,34 Pine Grove Ter,Newark,NJ,07106,299000,5,2.0,Newark,,,,135,,,Active,,,http://www.redfin.com/NJ/Newark/34-Pine-Grove-Ter-07106/home/36294238,NJMLS,20044748,N,Y,40.7440116,-74.2229996
MLS Listing,,Multi-Family (2-4 Unit),376-378 14th Ave,Newark,NJ,07103,429000,8,5.0,Newark,,4373,,135,,,Active,,,http://www.redfin.com/NJ/Newark/376-14th-Ave-07103/home/36058763,NJMLS,20044694,N,Y,40.7408018,-74.2100498
MLS Listing,,Vacant Land,394 21st St,Irvington,NJ,07111,75000,,,Irvington,,,,135,,,Active,,,http://www.redfin.com/NJ/Irvington/394-21st-St-07111/home/113864842,NJMLS,20044640,N,Y,40.7300414,-74.215088
MLS Listing,,Vacant Land,857-859 S 12th St,Newark City,NJ,07108-1307,125000,,,Homestead Park,,4791,,135,,,Active,,,http://www.redfin.com/NJ/Newark/857-S-12th-St-07108/home/165718791,GSMLS,3673353,N,Y,40.7236807,-74.2092908
MLS Listing,,Multi-Family (2-4 Unit),689-691 S 17th St,Newark,NJ,07103,280000,6,3.0,Newark,,5001,,135,,,Active,,,http://www.redfin.com/NJ/Newark/689-S-17th-St-07103/home/36236411,NJMLS,20044559,N,Y,40.7321911,-74.2109119
MLS Listing,,Multi-Family (2-4 Unit),26 Irvine Turner Blvd,Newark,NJ,07103,370000,3,2.5,Newark,,2500,,136,,,Active,,,http://www.redfin.com/NJ/Newark/26-Irvine-Turner-Blvd-07103/home/160390096,NJMLS,20044523,N,Y,40.733786,-74.1888347
MLS Listing,,Multi-Family (2-4 Unit),853 S 14th St,Newark,NJ,07108,400000,8,3.0,Newark,,2622,,136,,,Active,,,http://www.redfin.com/NJ/Newark/853-S-14th-St-07108/home/36277599,NJMLS,20044467,N,Y,40.7248757,-74.210756
MLS Listing,,Multi-Family (2-4 Unit),36 NAPOLEON St,Newark City,NJ,07105-3114,450000,6,3.0,Newark City,2300,1306,1900,136,196,,Active,,,http://www.redfin.com/NJ/Newark/36-Napoleon-St-07105/home/36254635,GSMLS,3673058,N,Y,40.7224988,-74.1554434
MLS Listing,,Multi-Family (2-4 Unit),586 S 12th St,Newark,NJ,07103,450000,6,4.0,Newark,,3058,,139,,,Active,,,http://www.redfin.com/NJ/Newark/586-S-12th-St-07103/home/165580447,NJMLS,20044053,N,Y,40.733299,-74.204952
MLS Listing,,Multi-Family (2-4 Unit),792 S 14th St,Newark,NJ,07108,430000,6,4.0,Newark,,2500,,139,,,Active,,,http://www.redfin.com/NJ/Newark/792-S-14th-St-07108/home/145207691,NJMLS,20044051,N,Y,40.726843,-74.2094214
MLS Listing,,Multi-Family (2-4 Unit),15 5TH St,Newark City,NJ,07107-2911,349000,8,3.0,North,,2613,1910,140,,,Active,,,http://www.redfin.com/NJ/Newark/15-N-5th-St-07107/home/174323479,GSMLS,3672565,N,Y,40.7483799,-74.1918158
MLS Listing,,Multi-Family (2-4 Unit),376-378 14TH Ave #3,Newark City,NJ,07103-1216,429000,8,5.0,Newark,29997,4356,2007,140,14,,Active,,,http://www.redfin.com/NJ/Newark/376-14th-Ave-07103/unit-3/home/173440188,GSMLS,3672511,N,Y,40.7409402,-74.2100415
MLS Listing,,Multi-Family (2-4 Unit),75 Sumo Village Ct,Newark,NJ,07114,749990,8,5.0,Newark,,2884,,142,,,Active,,,http://www.redfin.com/NJ/Newark/75-Sumo-Village-Ct-07114/home/36374510,NJMLS,20043408,N,Y,40.7210809,-74.174202
MLS Listing,,Single Family Residential,170 E KINNEY St,Newark City,NJ,07105-1156,465000,3,3.0,Ironbound Section,,1742,,143,,,Active,,,http://www.redfin.com/NJ/Newark/170-E-Kinney-St-07105/home/36252276,GSMLS,3671416,N,Y,40.7263175,-74.1681379
MLS Listing,,Multi-Family (2-4 Unit),203 SCHUYLER Ave,Newark City,NJ,07112-1824,549900,6,4.5,South Ward,2400,2613,2020,144,229,,Active,,,http://www.redfin.com/NJ/Newark/203-Schuyler-Ave-07112/home/165523529,GSMLS,3671183,N,Y,40.7114879,-74.2140387
MLS Listing,,Condo/Co-op,25-27 FREEMAN ST 1C,Newark City,NJ,07105-3708,325000,3,2.0,Ironbound,,1306,,144,,300,Active,,,http://www.redfin.com/NJ/Newark/25-27-Freeman-St-07105/unit-2D/home/36073075,GSMLS,3671155,N,Y,40.7328939,-74.1454203
MLS Listing,,Multi-Family (2-4 Unit),224 Walnut St,Newark,NJ,07105,430000,5,3.0,Newark,,2374,,149,,,Active,,,http://www.redfin.com/NJ/Newark/224-Walnut-St-07105/home/36252410,NJMLS,20042325,N,Y,40.7273338,-74.1648468
MLS Listing,,Multi-Family (2-4 Unit),33-35 Seymour Ave,Newark,NJ,07108,315000,6,2.0,Newark,,3441,,151,,,Active,,,http://www.redfin.com/NJ/Newark/33-Seymour-Ave-07108/home/36273396,NJMLS,20041911,N,Y,40.7244093,-74.2014695
MLS Listing,,Condo/Co-op,111 MULBERRY St Unit 4B,Newark City,NJ,07102-4006,240000,2,1.0,Newark City,,81021,1988,155,,465,Active,,,http://www.redfin.com/NJ/Newark/111-Mulberry-St-07102/unit-4B/home/145847335,GSMLS,3668563,N,Y,40.7355969,-74.1701905
MLS Listing,,Single Family Residential,73-75 Pine Grove Ter,Newark,NJ,07106,275000,3,1.5,Newark,,2465,,156,,,Active,,,http://www.redfin.com/NJ/Newark/73-Pine-Grove-Ter-07106/home/36294267,NJMLS,20041130,N,Y,40.7429266,-74.2243238
MLS Listing,,Multi-Family (2-4 Unit),291 Walnut St,Newark,NJ,07105,750000,6,4.0,Newark,,2291,,156,,,Active,,,http://www.redfin.com/NJ/Newark/291-Walnut-St-07105/home/36254567,NJMLS,20041076,N,Y,40.726766,-74.161375
MLS Listing,,Single Family Residential,364 BERGEN St,Newark City,NJ,07103-2202,225000,3,1.5,Newark City,,2613,2002,156,,,Active,,,http://www.redfin.com/NJ/Newark/364-Bergen-St-07103/home/36374195,GSMLS,3668135,N,Y,40.7322894,-74.1955306
MLS Listing,,Multi-Family (2-4 Unit),289 Walnut St,Newark,NJ,07105,545000,7,3.0,Newark,,2387,,156,,,Active,,,http://www.redfin.com/NJ/Newark/289-Walnut-St-07105/home/36254570,NJMLS,20041037,N,Y,40.7268255,-74.1614983
MLS Listing,,Single Family Residential,206 Smith St,Newark,NJ,07106,267000,5,1.5,Newark,,3101,,156,,,Active,,,http://www.redfin.com/NJ/Newark/206-Smith-St-07106/home/36298320,NJMLS,20041027,N,Y,40.7448864,-74.2307144
MLS Listing,,Multi-Family (2-4 Unit),122 Polk St,Newark,NJ,07105,709000,6,5.0,Newark,,2026,,157,,,Active,March-7-2021 01:00 PM,March-7-2021 04:00 PM,http://www.redfin.com/NJ/Newark/122-Polk-St-07105/home/36266798,NJMLS,20040937,N,Y,40.7287511,-74.1556728
MLS Listing,,Multi-Family (2-4 Unit),38-40 Manufacturers Pl,Newark,NJ,07105,650000,6,3.0,Newark,,3271,,158,,,Active,,,http://www.redfin.com/NJ/Newark/38-Manufacturers-Pl-07105/home/36374801,NJMLS,20040694,N,Y,40.7310057,-74.1365116
MLS Listing,,Condo/Co-op,49 Alyea St Unit F1,Newark,NJ,07105,330000,2,1.0,Newark,,,,161,,,Active,,,http://www.redfin.com/NJ/Newark/49-Alyea-St-07105/unit-F1/home/173281606,NJMLS,20040423,N,Y,40.7266319,-74.152814
MLS Listing,,Multi-Family (2-4 Unit),483 Jelliff Ave,Newark,NJ,07112,350000,5,2.0,Newark,,3006,,168,,,Active,,,http://www.redfin.com/NJ/Newark/483-Jelliff-Ave-07112/home/36283202,NJMLS,20039263,N,Y,40.7121926,-74.2018594
MLS Listing,,Single Family Residential,299 Elm St,Newark,NJ,07105,325000,3,1.5,Newark,,1498,,169,,,Active,,,http://www.redfin.com/NJ/Newark/299-Elm-St-07105/home/36265792,NJMLS,20039054,N,Y,40.726297,-74.157392
MLS Listing,,Multi-Family (2-4 Unit),36 CHELSEA Ave,East Orange City,NJ,07018-2701,370000,5,2.0,East Orange City,1700,2178,1930,171,218,,Active,,,http://www.redfin.com/NJ/EAST-ORANGE/36-CHELSEA-AVE-07018/home/36148897,GSMLS,3664448,N,Y,40.748975,-74.216499
MLS Listing,,Multi-Family (2-4 Unit),263 Vermont Ave,Irvington,NJ,07111,319000,5,2.0,Irvington,,3197,,171,,,Active,,,http://www.redfin.com/NJ/Irvington/263-Vermont-Ave-07111/home/36170676,NJMLS,20038484,N,Y,40.7360388,-74.2251089
MLS Listing,,Condo/Co-op,2 Vaughan Dr,Newark,NJ,07103,329500,3,1.5,Newark,,,,172,,,Active,,,http://www.redfin.com/NJ/Newark/2-Vaughan-Dr-07103/home/79059859,NJMLS,20038275,N,Y,40.7398224,-74.1828795
MLS Listing,,Townhouse,338 LITTLETON Ave,Newark City,NJ,07103-2365,209900,3,1.5,Newark City,,123274,1989,176,,300,Active,,,http://www.redfin.com/NJ/Newark/338-Littleton-Ave-07103/unit-2L/home/39902809,GSMLS,3663191,N,Y,40.7345503,-74.1979652
MLS Listing,,Multi-Family (5+ Unit),284-286 Sussex Ave,Newark,NJ,07107,820000,6,,Newark,,,,183,,,Active,,,http://www.redfin.com/NJ/Newark/284-Sussex-Ave-07107/home/173046943,NJMLS,20036581,N,Y,40.7494309,-74.1881827
MLS Listing,,Multi-Family (2-4 Unit),97 Winans Ave,Newark,NJ,07108,529900,6,4.0,Newark,,2500,,184,,,Active,,,http://www.redfin.com/NJ/Newark/97-Winans-Ave-07108/home/163300197,NJMLS,20036395,N,Y,40.727775,-74.197978
MLS Listing,,Multi-Family (2-4 Unit),36 Garibaldi Ave,Newark,NJ,07114,589000,6,4.5,Newark,,4622,,184,,,Active,,,http://www.redfin.com/NJ/Newark/34-36-Garibaldi-Ave-07114/home/173020282,NJMLS,20036394,N,Y,40.6879168,-74.1988274
MLS Listing,,Multi-Family (2-4 Unit),34 Garibaldi Ave,Newark,NJ,07114,589000,6,4.5,Newark,,4622,,184,,,Active,,,http://www.redfin.com/NJ/Newark/34-Garibaldi-Ave-07114/home/36305480,NJMLS,20036390,N,Y,40.6879168,-74.1988274
MLS Listing,,Townhouse,278 W KINNEY St,Newark City,NJ,07103-2962,210000,2,1.0,Newark City,1100,435,2005,193,191,350,Active,,,http://www.redfin.com/NJ/Newark/278-W-Kinney-St-07103/home/79162322,GSMLS,3658690,N,Y,40.7321654,-74.1901258
MLS Listing,,Multi-Family (2-4 Unit),23 Tillinghast St,Newark,NJ,07108,299000,4,2.0,Newark,,2500,,196,,,Active,,,http://www.redfin.com/NJ/Newark/23-Tillinghast-St-07108/home/36278928,NJMLS,20034498,N,Y,40.7184509,-74.207307
MLS Listing,,Multi-Family (2-4 Unit),36 Aldine St,Newark,NJ,07112,345000,6,2.0,Newark,,3598,,198,,,Active,,,http://www.redfin.com/NJ/Newark/36-Aldine-St-07112/home/36280354,NJMLS,20034087,N,Y,40.7145617,-74.2141036
MLS Listing,,Multi-Family (2-4 Unit),311 Orange Ave,Irvington,NJ,07111,369000,5,3.5,Irvington,,4143,,199,,,Active,,,http://www.redfin.com/NJ/IRVINGTON/311-ORANGE-AVE-07111/home/36169035,NJMLS,20033931,N,Y,40.73639,-74.228707
MLS Listing,,Multi-Family (2-4 Unit),825 BERGEN St #2,Newark City,NJ,07112-2725,299000,7,2.0,Newark City,2200,2613,1890,200,136,,Active,,,http://www.redfin.com/NJ/Newark/825-Bergen-St-07112/unit-2/home/172749755,GSMLS,3656950,N,Y,40.7155607,-74.2030059
MLS Listing,,Multi-Family (2-4 Unit),72-74 POMONA Ave,Newark City,NJ,07112-2215,299900,6,3.0,Weequahic,,4791,1919,202,,,Active,March-7-2021 11:00 AM,March-7-2021 01:00 PM,http://www.redfin.com/NJ/Newark/72-Pomona-Ave-07112/home/36288611,GSMLS,3656583,N,Y,40.7061078,-74.2103833
MLS Listing,,Multi-Family (2-4 Unit),121 Wilson Ave,Newark,NJ,07105,849999,8,4.5,Newark,,2662,,207,,,Active,,,http://www.redfin.com/NJ/Newark/121-Wilson-Ave-07105/home/59913779,NJMLS,20032282,N,Y,40.7244422,-74.1518766
MLS Listing,,Vacant Land,,Newark City,NJ,07106-2026,120000,,,,,4791,,209,,,Active,,,http://www.redfin.com/NJ/Newark/Undisclosed-address-07106/home/172684829,GSMLS,3654834,N,Y,40.7432865,-74.2326058
MLS Listing,,Vacant Land,,Newark City,NJ,07106-2026,120000,,,,,2613,,209,,,Active,,,http://www.redfin.com/NJ/Newark/Undisclosed-address-07106/home/172683796,GSMLS,3654757,N,Y,40.7432865,-74.2326058
MLS Listing,,Condo/Co-op,21 Vaughan Dr,Newark,NJ,07103,285500,3,1.5,Newark,1369,,,214,209,,Active,,,http://www.redfin.com/NJ/Newark/21-Vaughan-Dr-07103/home/172654597,NJMLS,20031131,N,Y,40.739633,-74.1840286
MLS Listing,,Single Family Residential,311 S 18TH St,Newark City,NJ,07103-1317,160000,3,1.5,Newark City,,2613,1907,220,,,Active,,,http://www.redfin.com/NJ/Newark/311-S-18th-St-07103/home/36256367,GSMLS,3651983,N,Y,40.7460835,-74.2061128
MLS Listing,,Single Family Residential,33 Emmet St,Newark,NJ,07114,349000,4,3.0,Newark,,1529,,242,,,Active,,,http://www.redfin.com/NJ/Newark/33-Emmet-St-07114/home/36275449,NJMLS,20025922,N,Y,40.721283,-74.183693
MLS Listing,,Multi-Family (2-4 Unit),146 STUYVESANT Ave,Newark City,NJ,07106-2508,430000,8,3.0,Valisburg,4200,4356,1920,247,102,,Active,,,http://www.redfin.com/NJ/Newark/146-Stuyvesant-Ave-07106/home/36295943,GSMLS,3644809,N,Y,40.7413213,-74.2302903
MLS Listing,,Single Family Residential,196 Elm St,Newark,NJ,07105,355000,3,3.0,Newark,,2278,,254,,,Active,,,http://www.redfin.com/NJ/Newark/196-Elm-St-07105/home/36253414,NJMLS,20023910,N,Y,40.7273904,-74.1624272
MLS Listing,,Multi-Family (2-4 Unit),373 SEYMOUR Ave #2,Newark City,NJ,07112-2137,199900,6,3.0,Weequahic,,3920,1904,267,,,Active,,,http://www.redfin.com/NJ/Newark/373-Seymour-Ave-07112/unit-2/home/172052980,GSMLS,3639455,N,Y,40.7129047,-74.2066746
MLS Listing,,Multi-Family (2-4 Unit),838 S 14th St,Newark,NJ,07108,555000,6,5.0,Newark,,2901,,274,,,Active,,,http://www.redfin.com/NJ/Newark/838-S-14th-St-07108/home/164365717,NJMLS,20020012,N,Y,40.725296,-74.210011
MLS Listing,,Multi-Family (2-4 Unit),56 5TH St,Newark City,NJ,07107-2906,589000,6,4.5,North,2800,2613,2020,280,210,,Active,,,http://www.redfin.com/NJ/South-Orange/56-5th-St-07079/home/165518663,GSMLS,3636009,N,Y,40.749896,-74.191296
MLS Listing,,Multi-Family (2-4 Unit),260 S 12th St,Newark City,NJ,07107-1418,475000,6,4.5,Fairmount,,2613,2006,283,,,Active,,,http://www.redfin.com/NJ/Newark/260-S-12th-St-07107/home/36257844,GSMLS,3635043,N,Y,40.7453059,-74.1999333
MLS Listing,,Multi-Family (2-4 Unit),823 BERGEN St,Newark City,NJ,07112-2725,550000,6,4.5,South Ward,2800,2613,2020,310,196,,Active,,,http://www.redfin.com/NJ/Newark/823-Bergen-St-07112/home/107369547,GSMLS,3629680,N,Y,40.7155828,-74.2029931
MLS Listing,,Multi-Family (2-4 Unit),24-26 Chelsea Ave,Newark,NJ,07106,295000,6,3.0,Newark,,3759,,323,,,Active,,,http://www.redfin.com/NJ/Newark/24-Chelsea-Ave-07106/home/36303737,NJMLS,20013782,N,Y,40.7458577,-74.2182206
MLS Listing,,Multi-Family (2-4 Unit),115-117 Hawkins St,Newark,NJ,07105,880000,9,5.0,Newark,,5001,,344,,,Active,,,http://www.redfin.com/NJ/Newark/115-Hawkins-St-07105/home/36270291,NJMLS,20012397,N,Y,40.727577,-74.1391318
MLS Listing,,Single Family Residential,80 HILLCREST Ter,East Orange City,NJ,07018-2358,224900,3,1.5,East Orange City,,3920,,347,,,Active,,,http://www.redfin.com/NJ/East-Orange/80-Hillcrest-Ter-07018/home/36150233,GSMLS,3625366,N,Y,40.745886,-74.222619
MLS Listing,,Multi-Family (2-4 Unit),157 S 10th St,Newark,NJ,07107,399900,8,3.0,Newark,,2500,,360,,,Active,,,http://www.redfin.com/NJ/Newark/157-S-10th-St-07107/home/36258861,NJMLS,20010614,N,Y,40.7475989,-74.1972734
MLS Listing,,Multi-Family (2-4 Unit),477 S 19th St,Newark,NJ,07103,369900,7,3.0,Newark,,2500,,385,,,Active,,,http://www.redfin.com/NJ/Newark/477-S-19th-St-07103/home/36235502,NJMLS,20006462,N,Y,40.7404901,-74.209621
MLS Listing,,Multi-Family (5+ Unit),63-69 Madison Ave,Newark,NJ,07108,957000,18,,Newark,,,,391,,,Active,,,http://www.redfin.com/NJ/Newark/63-Madison-Ave-07108/home/36274515,NJMLS,20005533,N,Y,40.7228684,-74.1967652
MLS Listing,,Multi-Family (2-4 Unit),768 S 12th St,Newark,NJ,07108,369000,6,3.0,Newark,,3372,,403,,,Active,,,http://www.redfin.com/NJ/Newark/768-S-12th-St-07108/home/36273583,NJMLS,20003614,N,Y,40.7266357,-74.2075918
MLS Listing,,Multi-Family (2-4 Unit),11 Vermont Ave,Newark,NJ,07106,129900,3,1.5,Newark,,1808,,417,,,Active,,,http://www.redfin.com/NJ/Newark/11-Vermont-Ave-07106/home/36293083,NJMLS,20001624,N,Y,40.7447005,-74.2210349
MLS Listing,,Multi-Family (2-4 Unit),11 VERMONT Ave #13,Newark City,NJ,07106-2032,129900,3,1.5,Newark City,,1742,1865,425,,,Active,,,http://www.redfin.com/NJ/Newark/11-Vermont-Ave-07106/unit-13/home/174333509,GSMLS,3607769,N,Y,40.7447005,-74.2210349
MLS Listing,,Vacant Land,206-212 Brookdale Ave,Newark,NJ,07106,898000,,,Newark,,,,443,,,Active,,,http://www.redfin.com/NJ/Newark/206-Brookdale-Ave-07106/home/165683706,NJMLS,1955078,N,Y,40.7390835,-74.2293818
MLS Listing,,Multi-Family (2-4 Unit),37 3RD St,Newark City,NJ,07107-3107,450000,6,5.0,Newark City,,1742,,575,,,Active,,,http://www.redfin.com/NJ/Newark/37-3rd-St-07107/home/168618322,GSMLS,3579079,N,Y,40.748818,-74.189448
MLS Listing,,Multi-Family (2-4 Unit),35 3RD St,Newark City,NJ,07107-3107,450000,6,5.0,Newark City,,3484,,575,,,Active,,,http://www.redfin.com/NJ/Newark/35-3rd-St-07107/home/174323064,GSMLS,3579058,N,Y,40.7487036,-74.1895244
